SentimentText,label,language,urgency
@RailMinIndia Train no. 17623. Pnr 4320497723. Housekeeping selling water dat too @20rs viz printd rs15 in TTEs presence.No soap in toilt.,7,0,1
@RailMinIndia @drmdelhi @sureshpprabhu unauthorized vendors selling food beverages and water in train 14645 and taking overprice9451010334,7,0,1
RT @ML_Callahan: Hot #newrelease from bestselling author Grace Goodwin! #PNR #scifi #tw4rw Her Cyborg Beast  by Grace Goodwinâ¦ ,0,0,-1
@sureshpprabhu @RailMinIndia Sir train 19046 is overloaded wid wait listers &amp; current Ticketers due 2 that confirmed passengers r in problem,7,0,0
"@RailMinIndia My train 12308, in 2 hours from SSM Jn, Cant get any running status aur cancellation info. What to do",4,0,0
@RailMinIndia  A ticket with PNR 8465175527 was cancelled with id 100000083493884. but no refund received yet.,4,0,0
@RailMinIndia @sureshpprabhu Water being wasted at LTT(Mumbai). No action taken by the station master.... https://t.co/gqCR7xEvGm,8,0,1
@RailMinIndia @sureshpprabhu train overtaking dis suvidha train inspite being double track train being stopped 4 hours n train is psssed,4,0,0
@RailMinIndia good morning India . Sir chapra railway station in stay tapti Ganga express but no clean any general bogey plz rectified,3,0,1
"@RailMinIndia This Guy is missingName - Avinash Singh, Age - 23Plz help to find out, 7873737047, 9938178192 https://t.co/h7FG4LGig2",8,0,1
@RailMinIndia varanasi sealdah upper india exp is getting too late everyday. We r so much depending on this train.pls solve this problem sir,2,0,1
"@RailMinIndia @GM_NRly filed TDR on 1st may, no response till now. The train was diverted,  why so much delay in response. PNR#8646785551",2,0,1
"@RailMinIndia @mohitgandhi7 Sir, It is a matter of great satisfaction that, missing person was traced.Thanks for calling us.",1,0,-1
@RailMinIndia Loss Rupees 2500 on Monday due to 2.5 hrs latency in Jbp-Ind express. Very bad. Late without any reason. Got late in ofc,2,0,0
"@RailMinIndia: I am frequent traveller in 16022, 16021 train. Initially I saw dust bin cover in sleeper. Now I could not find. Any reason?",7,0,0
"@IRCTC_Ltd @RailMinIndia @PiyushGoyalOffc  it's your habit to make crowd, dhkka mukki for tickets",8,4,1
@RailMinIndia Respected sir please clean this coach in train no. 19327 https://t.co/NErzeb8wNA,3,0,0
"@sureshpprabhu @RailMinIndia Security of pssngrs in trains is real prblm in eastern railways. Everyday chain ,purse snatching is takng place",6,0,2
@RailMinIndia My Rating over Coach Quality:Rank 1 : CR2 : WR3 : NR4 : NWR5 : SCR ( Sachkhand Exp rake very poor).,8,0,0
@DRMbhopal @kiran_k28 @RailMinIndia Sorry for inconvenience complaint will be attend at ITARSI,1,0,-1
"pnr 4512791357 mosquitoes flis hovering , pls do some cleanup, tt not responding positively ",3,0,1
"@RailMinIndia Ghar me satyanarayan ka paath karvaya hai,shayad ab mujhe dilli ki ticket mil jae....",1,4,-1
@IRCTC_Ltd @RailMinIndia @drmadiwr @PiyushGoyal @IRCTC_Ltd ajmer exp Some people sleeping in local coash senior citâ¦ https://t.co/uF5KUdQ0hU,8,0,0
"@RailMinIndia I, Joydev Gangully on 8/6/16 returning by Falaknuma Express. Around 5:17am my two ATM card &amp; cash rs 2000 stolen.",6,0,1
@drmadiwr @RailMinIndia @PiyushGoyal @IRCTC_Ltd Train last 2-3 coach,1,0,-1
"@RailMinIndia I am traveling in 12947 s-10,And what a security from the railway? I did not see any security person from 9:30 to  4:30.",6,0,1
@sureshpprabhu @RailMinIndia  Appreciate the grt wrk. Pls look into the IRCT site also at Tatkal bkng hrs. Its s joke. #PrabhuKiRaftaar,4,0,0
"@RailMinIndia railway is making mockery of its passengers through So called Suvidha express, unnecessarily running late, for what ( 1/2)",2,0,0
"@sureshpprabhu @drmbct @RailMinIndia 19259 @panvel no water in s6. Stinking, sad plight.10jun",3,0,0
@RailMinIndia  isn't tatkal booking is allowed at every station counter? unable to book at teghra station(TGA),4,0,0
@RailMinIndia @sureshpprabhu . Open corruption is being done by pantry car ppl in train no. 12562 swatantrata senani express.,8,0,0
@RailMinIndia will not be refunded?Please provide justification for deducted amount.........,4,0,1
@NashikNews https://t.co/u8sL0GURHI,1,0,-1
@RailMinIndia @PMOIndia Traveled 3 stations in last few days. Never seen Stations so clean and hygienic. Coaches &amp; Toilets also clean! Kudos,1,0,-1
"@RailMinIndia we appreciate the efforts by Rly but ur RPF are menace,all the time they are eating in pantry n passengers don't get service.",8,0,1
@RailMinIndia monsoon in Kerala train 12075 is leaking. Windows do not shut properly. Pathetic plight,7,0,1
@sureshpprabhu @railminindia in starting and in end of coach closed doors like AC coach will stop smell entering in coach of toilets. thnx,8,0,0
"@RailMinIndia Duranto exp12262. Food excessive spicy unable to eat. Cockroaches roaming inside. Toilet stinking. Coach BE1 : seat 34,35,37.",3,0,0
@RailMinIndia Which city was first to get Water ATM @ rly station?Which cities have installed water ATMs? pls reply ASAP,1,0,-1
@RailMinIndia toilet of B3 coach in 11081 is leaking. Please do something ASAP https://t.co/Hwn4sT86zF,7,0,0
@sureshpprabhu @RailMinIndia The local train service is very bad on harbor line no place for commuters. Please help https://t.co/FhYqNTO89W,8,0,1
@RailMinIndia @sureshpprabhu adulterated water being given 2 ppl in paschim express.Vendor refused2 give rail ner https://t.co/0Si6pc59km,3,0,1
@RailMinIndia @sureshpprabhu PNR:2646997109 trn02396 b2 ac didn't wrk at al from starting plz refund the ticket thanks,7,0,0
"@RailMinIndia @RailwayNorthern @GM_NRly @drmdelhi @drmumb @drmbikaner PNR-2865480614, MOBILE CHARGING POINTS NOT WORKING. PLEASE RESOLVE.",7,0,0
@RailMinIndia sir train no 12276 is running late by 5 hrs. There is no provision for even getting tea on board. What a passenger can do,7,0,1
"@railminindia train number 13288 is delayed by about 3 hours, but NTES says its on time and has reached.",2,0,1
@RailMinIndia  No one taking responsibility either at NDLS or BZA. It was supposed to be delivered on 4th. My work is suffering.,7,0,0
You let me in trouble @RailMinIndia my train got cancelled without any information...my journey is stuck in betweenâ¦ https://t.co/PCHxmHOmsf,4,0,1
"@sureshpprabhu @RailMinIndia dear sir, U took a good initiative of WaterATM but the machine is dispensing 900ml water on the price of 1ltr",8,0,0
"@RailMinIndia Sir,Please HLP My Sis travlng vid 9months baby+2kid inTrain12479Lost her reticule-she is vry depressd-pnr-2419055140,pls asist",7,0,1
"@RailMinIndia @Jorebungley Sir, missing girl could not be traced. Pl lodge missing report with GRP/Siliguri",8,0,2
RT @Venkati5: @SrDOMhyb @asb_ambati @jijjuu @drmhyb @FeaYogesh @UttamChakram @RailMinIndia @SCRailwayIndia @eswarkanchuâ¦ ,1,0,-1
@RailMinIndia @sureshprabhu the first class coupes in the ranchi- hatia express are very old and poor air conditioning they should be replac,7,0,0
@RailMinIndia sir catering services in double decker train no12583 lko to anand vihar termina is very poor. Venders of IRCTC r selling poor,7,0,1
@RailMinIndia my uncle  trevelling to train no 15656 coach no-B2. He found that the toilet of this coach is very dirty.Plz do something.,3,0,0
"@RailMinIndia train no 15005 Ac is not working, it's very dirty ...",7,0,0
@drm_drmizn @RailMinIndia sr aap kya kahenge koi action lenge aap ya nahi https://t.co/vWcbzfkBXk,8,4,0
@RailMinIndia @PMOIndia @abpnewshindi @aajtak @KumarKetkarV @girishkuber @waglenikhil what a great prime minister works 24x7 great work,1,0,-1
@sureshpprabhu @RailMinIndia Educated people leave india be coz poor quality of life. We want high quality railways and railway stations.,8,0,0
@rpfwrbct @rpfwr1 @RailMinIndia @Deshbhakth1 @rpfchurchgate @rpfmumbcenlocal @rpfdadar2 @RPFAndheri @rpfborivali1â¦ https://t.co/OlzONbm5Bo,1,0,-1
@Anupama__P @RailMinIndia Official concerned has been advised to look into this,1,0,-1
@RailMinIndia @sureshpprabhu sir its been a long time to published(in 03/15) panel of cen 02/2014 of rrb Guwahati. Bt yt medical is nt taken,8,0,0
no water supply in washrooms for the last 4 hours pnr 4512791357,7,0,0
@RailMinIndia Too many unresered people in the coach it can lead to security issues8647770808 Pnr no coach s12,6,0,1
This is what #Swachbharat looks like https://t.co/npKnxGqOyP,1,0,-1
@RailMinIndia FZR-KIR SPECIAL TRAIN 05718 HAS BEEB DELAYED BY 7:00 HOURS .WHATS THE REASON FOR DELAYED. NOBODY CARE FOR SPECIAL TRAIN.,2,0,1
@railminindia we booked ticket of bbs duranto from cnb to bbs for 26.05.2016 with 1cnfrm nd 4 waiting seats no food is provided nor refund,4,0,0
"berth env is quite unhygenic, insects wandering here n there pnr 4512791357",3,0,1
"@RailMinIndia @drmdelhi at NZM rly station, think u guys playing with the security of country &amp; passenger#doserious https://t.co/RsX2a5bDXl",6,0,1
@RailMinIndia no water in SL coaches in 12801. Please do the needful at next station. PNR6252433960,7,0,0
"@railminindia I am travelling in 16227 s6, toilet is smelling horribly.. Sorry if its not the rt handle for complaints..",3,0,0
@beatablitz Awesome... posted your tweet up here https://t.co/tkAGqzTxzu,1,0,-1
@sureshpprabhu  @RailMinIndia Thank you a lot for showing quick response and helping my sister @Rewaristation with efficient team of doctors,1,0,-1
@sureshpprabhu @RailMinIndia @gm_nfr TT accepted bribe in train12344 CoachB3 .Allotted seats wrongly.He'll get off at Malda shortly.Act soon,4,0,2
@RailMinIndia @Sivaram15064430 @irctcwestzone Sir I want some action not just tweet for fomalty o want improve my râ¦ https://t.co/f3JprtwXze,8,0,1
@RailMinIndia medical issue need an AC coach ready to pay extra cost o/w have to cancel the journey PNR-6755770127 Train-18006 plz help.,5,0,2
@RailMinIndia I m from Kaithal Haryana India My WhatsApp no 08684039437No cleanings at our station PlZ massage the related staffThnx,3,0,1
RT @rdwiv3: @IRCTC_Ltd @RailMinIndia I'm on general ticket counter on NHH STSN and clerk says tkt will be given 30 min before train arrivalâ¦,1,0,-1
@RailMinIndia 12930 Dahod Valsad superfast train is today 25 min late. And this train is not a single day coming onâ¦ https://t.co/PIOJ8CgQpG,2,0,1
"@drmdelhi @RailMinIndia @IR_EDMECHG @CRSE_CHG_NR @SrDMEdelhi The changed, passenger centric face of Railways is visâ¦ https://t.co/zf1mcUloA3",8,0,0
@RailMinIndia Name of Passenger is wrongly written in the ticket due to passenger's fault. How to correct it before the journey date?,4,0,0
@RailMinIndia sir ye toilet Mumbai central ke main line ke upper hai yah toilet ke 5 rs lete jab ki railway 2 rs hai https://t.co/0n2fi6uVH2,7,4,0
@drmljn @drmmumbaicr @RailMinIndia Thanks for your help,1,0,-1
@sureshpprabhu @drmncrald @drmmgs @SrdcmChg @RailMinIndia @priyankag @drmkir Train 12501 reached mgs &amp; still running 9:15 hrs late.Pls care,2,0,1
"the whole berth area shatterd with the peels of various organics ,need immediate cleanup pnr 4512791357",3,0,1
"@RailMinIndia @Kumar410Pankaj Sir, u r father traced out at Vizianagarm and handed over to ur brother.Thanks for calling us.",1,0,-1
@RailMinIndia @YouTube All over India A.C. waiting room does not  charge premium  of 30 /hour in Chennai  Egmore.â¦ https://t.co/q2VrJ49af7,1,0,-1
@sureshpprabhu @RailMinIndia @DrmChennai but why should I take the chocolate in the first place.  I need my change.. https://t.co/zHGwfN6gu0,8,0,0
@RailMinIndia @narendramodi @sureshpprabhu Unless u fine people who make mess/dirt in railways like d-metro clean railways is a dream.,3,0,1
@sureshpprabhu @RailMinIndia  Please send immediate help in 19046 train which is running without water in toilets.,7,0,0
@sureshpprabhu @RailMinIndia Mom Travelling 4m train 11094 pnr 2762510778.purse stolen nt Cntctble. Rqst  manage 2 cntct My no. 9673760221,6,0,0
@RailMinIndia double deker train is always late. We face problems. Further ac function is very poor.,7,0,1
@sureshpprabhu @RailMinIndia pnr no. 6552618649 i have a visa appointment @10 A.M. tomorrow..train already late by 2 hours...plz help...,2,0,1
@sureshpprabhu @RailMinIndia @drmdelhi Prabhu AAp Bhi so gya https://t.co/HI8U2DxQRO Passenger will get tickets,8,4,0
@sureshpprabhu @RailMinIndia (2/N)  Parcel was supposed to be loaded on the same day and unloaded next day.Till date it is yet to be loaded,7,0,0
@SrDmeChg_Dli @drmdelhi @RailMinIndia @drkumarsambhav @IR_ENHM kindly share your PNR NO.,1,0,-1
"@RailMinIndia 12505 North East Express is being delayed by 6.45 hours ,can someone see to it that it reaches Anand Vihar as soon as possible",2,0,1
@RailMinIndia Prabhu Sir passengers traveling in Rajdhani First AC definitely deserve clean bathrooms and soaps apart from clean coupes,3,0,0
@RailMinIndia 15 tatkal agents are in front of me at nagpur railway station. Vo kisi aur ke naam pe ticket nikal rahe hai. Plz help,4,4,2
@RailMinIndia @nerailwaygkp sir unable to understand why spent crores on BG from Gkp to Gonda via BNY route if there is no train for delhi.,8,0,0
@RailMinIndia Just a bribe is enough to convince them to travel in the reservation coach,4,0,2
@dps045 @RailMinIndia @RailwayNorthern @ECRlyHJP @drmlko25 @gm_nrly @railminindia Plz Install coach indicator Displâ¦ https://t.co/VGivLhudmR,8,0,0
"@RailMinIndia @sudhirchaudhary Ticketless travellers, TTE-less coaches, tapless bathrooms, waterless flush n feces-filled toilets..2/2",7,0,1
"RT @Mandarmodak: Noise pollution does not mean 'Only Loud Sound' Continuous, unnecessary, effectless announcements &amp; undesired irriâ¦ ",1,0,-1
@RailMinIndia 3rd ac in t.no.12833 coach B1 worst coach https://t.co/ZBS7PdeMhJ,8,0,0
"@RailMinIndia please help one poor villager is no more just, HIRAKUD station SAMBALPUR divi. https://t.co/vIm0trDyQq",8,0,0
"@RailMinIndia+@sureshpprabhu-please HLP My Sis travlng vid 9months baby +2kids inTrain12479,Lost her reticule-she is depressd-pnr-2419055140",7,0,1
"Dark Pursuit, a #pnr #holiday story is on sale for #99cents! https://t.co/MFxZ7YCtIi https://t.co/QvS7EUtktI",0,0,-1
@RailMinIndia Dear sir PNR NO.2337832847 train no.15622 from Chapra to New Bongaigaon still showing Waiting list iâ¦ https://t.co/hSQNKp84Nm,4,0,0
@IRCTC_Ltd @RailMinIndia Ppls r in queue and waiting for tickets and clerk and railway dono SO rhe hai,4,4,1
@sureshpprabhu @RailMinIndia trains are running late daily in the route bbs-tig.. Please sort it out immediately sir.,2,0,1
@RailMinIndia Suvidha railway is charging too much....this is called real loot in the name of confirm ticket without water and food in 05527,8,0,1
"@sureshpprabhu @RailMinIndia New bongaigaon,assam railway station clean railway station https://t.co/gkEE02U6CS",1,0,-1
"Sir. I am travelling in coach D-2 seat no. 22,23 in 12498 Sorry to say that wastewater of washbasen is coming intoâ¦ https://t.co/d82gKgdjLH",3,0,0
@RailMinIndia @sureshpprabhu the lady in the picture named BHARTI LAL was facilitating brokers instead of her duty https://t.co/0oJs8ES27l,4,0,1
"@RailMinIndia   I tried to buk tkts thru irctc st in tr no12310. I am not getting confm tkt, I terminated transaction but my a/c is debited.",4,0,1
"@sureshpprabhu  @PMOIndia  @RailMinIndia Hello sir,I am traveling in 18233, there are many water bottle seller, but everyone asks for 20/-",8,0,1
@RailMinIndia IRCTC site not opening during tatkal timings.,4,0,1
@atulyendepatil @TajinderBagga https://t.co/e69QtW6PvK,1,0,-1
"@RailMinIndia understand from 139, train number 22996 departed yesterday from Ajmer is delayed by 24 hrs, please reconfirm",2,0,2
@RailMinIndia @sureshpprabhu awaiting action Still paying Rs.10 for tea costing Rs.5 Every food itm highly ovrpriced https://t.co/ecNpsCrXIi,8,0,1
"@RailMinIndia @sureshpprabhu PNR-2117701021,trn 12394 can u  give rate list for veg food for this train, they are charging ?100 for that",8,0,0
"@vivek05102229  Kindly share PNR &amp; contact number, issue referred to concerned official @Drmjabalpur for urgent medical assistance.",1,0,-1
@sureshpprabhu @RailMinIndia. I am travelling right now in Mumbai Rajdhani and its amazing to see the coaches being cleaned,1,0,-1
@sureshpprabhu @RailMinIndia Wonderful initiative.. Making the railways more customer centric! https://t.co/xXQfLE5Ii4,1,0,-1
@RailMinIndia @WesternRly @sureshpprabhu Rlys providing textbook resolutions on complaints lodged on webportal. No use complaining.,8,0,1
@RailMinIndia @sureshpprabhu train 13005 rescheduled 21:05 but still not depart..its sad..already 2 hrs late.. Howrah,2,0,1
How can we respect 23 people who lost life on #elphinstone #bridge2017 ? They must be remembered in some manner wheâ¦ https://t.co/rBb0swCQ8u,0,0,-1
"@sureshpprabhu @RailMinIndia even with extra paid ticket no seat no food...what a shame. TT &amp; attendants say ""do what u want to do""",8,0,1
@drmlko25 @RailMinIndia @RailwayNorthern Kindly send anyone railway staff to attend 14203,8,0,0
@RailMinIndia SirPlease pay attention to 12395 Ziyarat express  which is always late 4 hours to Agra Fort station.,2,0,1
@RailMinIndia - A TC took bribe to trade our CHECKED RAC seat(PNR -2418223103).spent hours in lobby at night. Pls tell how to report this.,4,0,2
@RailMinIndia. I've been trying for tatkal from ndls to jsme in 12304 since last 7 days but either server gets unavailable or finish,4,0,1
@RailMinIndia @sureshpprabhu trn no.14854 PNR:231-9103685  Charging socket of coach A1 is not working properly. Tripped several times.,7,0,0
RT @VisakhapatnamJn: @SrDOMhyb @jijjuu @drmhyb @FeaYogesh @UttamChakram @Venkati5 @RailMinIndia @SCRailwayIndia @asb_ambati @eswarkanchuâ¦ ,1,0,-1
@RailMinIndiaMY IRCTC TICKET ID IS-3512299.I CONTACT care@irctc.co.in MANY TIME BUT I RECIEVE ONLY TWO TICKET COPY BUT I BOOK FOUR TICKET,4,0,1
@RailMinIndia @RailMinIndia @Central_Railway @PiyushGoyal No responce from Railway plz look into the matter,8,0,0
@sureshpprabhu @RailMinIndia PNR 2547268804 AC not working in my 2AC coach since morning. All passengers sweating.,7,0,1
"@RailMinIndia 22640 is late by 3 hrs, need to catch coromandel 4m chennai.plz help. Thr r many passngrs wid kids here who will suffer",2,0,1
@RailMinIndia refund proc time is 3 weeks. Doesn't railways have money to give back refunds. Tkt canc on 30/5 stl not credited,4,0,1
@RailMinIndia And the tatkal ticket booking site doesn't operates smoothly while booking tickets.Please look into the matter Sir,8,0,1
"pnr 4512791357 fan chocked, repairmen came bt couldnt fix it #peak summer ",7,0,1
@RailMinIndia @Siriusblack1213 @drmncrald sir please shear your contact no.&amp; journey ditels,1,0,-1
@PiyushGoyal @nerailwaygkp @gmner_gkp @RailMinIndia @AshwaniLohani @mourya_369 @PMOIndia @CVCIndia @PiyushGoyalOffcâ¦ https://t.co/CTT9s3MAk3,1,0,-1
"@sureshpprabhu @RailMinIndia @PMOIndia He.. prabhu punctuality,safety,cleanliness is our basic requirements. Plz do some for these",7,4,0
@abhi795 Kindly share PNR for better assistance. Kindly look into it @IRCATERING @DrmKota @ed_eeg @Drmbct,1,0,-1
" @RailMinIndia SirA couple traveling to SC by train 07092 with 2yr old kid Due to train delay,milk tâ¦ https://t.co/KPcfVD4rkz",8,0,0
@DRMBRCWR  valve number 136 on platform number 6 is open and the water is draining down the sewage! Please instructâ¦ https://t.co/0wURDN9vak,3,0,2
@RailMinIndia sir please respond to my tweet regarding an extra birth in train 14392 pnr nmbr 6655715274..thanks,8,0,0
@windowseatprj @Gr8IndianRail @RailMinIndia @HK_harsha @BBC_Travel @hptdc @htTweets @Indianrlyinfo @instahimachal,1,0,-1
@SBKULAL @Bkugne @riyaj_ali @niraj1712 @FAZALALAM234 @phanipeddapall1 @ratneshthakur86 @railmitraa @drmned @drmgtlâ¦ https://t.co/ZxsjnoOQLd,1,0,-1
@sureshpprabhu @RailMinIndia Request to ensure cleanliness for western-southern railways @swachhbharat had reported issue last time.,3,0,0
"@RailMinIndia train 13288 is delayed by 3 hours, but NTES is showing its on time and has reached.",2,0,0
@drmadiwr @RailMinIndia @PiyushGoyal @IRCTC_Ltd Sir this is local coash and pls search my location on Google and maâ¦ https://t.co/U9aEfv3c13,1,0,-1
@railminindia can't we increase security check in railway stations just like metro stations. Feeling safe is best comfort.,6,0,1
@RailMinIndia I am able to get tickets through counter ticket agents @ very high rate but unable to get it online.,8,0,1
"@sanjaygupta2012 @DRMbhopal @RailMinIndia sorry for inconvenience,matter noted to @OPTGBSL",1,0,-1
@RailMinIndia  due to i not give bribe of 400/rs to the booking cleark in ahmdabad.item is on my name my leave ends on 13 june kindly look .,8,0,1
RT @RailMinIndia: @anshumantiwar10  Please share your PNR no.,1,0,-1
"@RailMinIndia  Surprised RAC Ticket get wait listed after chart preparation. Pnr no: 4220401870 was RAC 5,6,7,8,9 https://t.co/btAbH0LMuh",4,0,0
@RailMinIndia travelling without AC in AC coach from 8th May now no water available in washrooms for need #Great Indian railway management#,7,0,0
@RailMinIndia in train no12583 IRCTC is selling poor quality water and food items.plz see this .rail neer is nt available in train.,7,0,1
@sureshpprabhu @RailMinIndia thanks sir for always new initiatives.. #food_at_railway,1,0,-1
@RailMinIndia sir i am traveling in train no. 12183 from Jhansi to Lucknow. This train also late started from,2,0,0
"@AirAsiaSupport I am scheduled to fly to CCU from KL tomorrow (PNR WERKXB), got an email saying my flight has beenâ¦ https://t.co/tx0F2YEthX",0,0,-1
@RailMinIndia Hats off @sureshpprabhu and your #Team .. Thanks to youhttps://t.co/VvMxA0W8NS https://t.co/eXRga4WBEE,1,0,-1
"@RailMinIndia @sureshpprabhu travelling by 11085 to Goa,this train has lost all semblance of timeliness, stopping at all unscheduled stops",2,0,0
@RailMinIndia @sureshpprabhu @gm_nfr @RailNf no refund till date for last 1person..more than 3is over...kindly refund my money.,4,0,0
@sureshpprabhu @RailMinIndia (1/N) I have booked a Luggage via PRR 4000374907 on 6th June 16 at NDLS for PNBE.It was against ticket so the,1,0,-1
@RailMinIndia @sureshpprabhu train 22182 TTE take charge 200rs for per bearth allotment nd RAC passenger travelling with sharing bearth.,4,0,1
"RT @kassalv: #Scrap498A #498A is a weapon to extort money coz #498AJailsInnocent familes !
emergency,@IRCTC_Ltd @RailMinIndia @PiyushGoyalOffc If your clerk can give tickets than why he is not giving""",8,0,1
@sureshpprabhu delaying an already delayd train has bcum such #anindianrailwaysthing. Waiting for train 16360 for 5 hours now @RailMinIndia,2,0,1
@RailMinIndia @sureshpprabhu sir pls help travelling  with family and still 4 seats are W/L  PNR # 6149334953 NJP TO DLI DT.11 JUNE PLZ HELP,4,0,0
"@sureshpprabhu @RailMinIndia Unable 2 book Tatkal tkt frm Chennai to B'lore - sleeper class-Bnglr mail IRCTC,Supreme service! Digital India!",4,0,1
RT @RailMinIndia: Ministry of RailwaysÂ launchedÂ 1STÂ Swarna Rajdhani ( Train no 12314 New Delhi- Sealdah Rajdhani) rake today.A Majorâ¦ ,1,0,-1
RT @princebiet: 2 hours journey completed in 6 hrs excluding waiting time 3-5hrs.u should take responsibility mostly trains late 5tâ¦,2,0,0
ac blowing warm air #pnr 4512791357 feeling to die in this  closed compartment,7,0,1
@pisecianpisces @rpfbharuch @rpfwrbrc @RailMinIndia @DRMBRCWR @rpfankaleshwar Kindly look into this matter @rpfwrbrc,1,0,-1
@RailMinIndia Impossible to get tatkal tickets from dis reservation centre @Koduvally@Kozhikodeagents#totalscam https://t.co/1uCmeBHZSO,8,0,1
"@sureshpprabhu @RailMinIndia sir traveling by train no 12816, y nt catering service provider r nt selling RAILNEER ? https://t.co/XvrZLbtSNf",7,0,1
"@RailMinIndia Thanks sir today's proposed starting of saharsa Purnea line under ECR, we request you to start hate Bazare through this line",1,0,-1
"@RailMinIndia on board entertain system in bad shape , same adds repeated every 5.mins. good work in other sectors nullified here..",7,0,0
@sureshpprabhu @Indianrlyinfo @RailMinIndia @comesum today I ordered a thali in comesum .thali is delivered but there is not a single roti.,7,4,0
"big mouse found below the berth,plz help. Cant sleep pnr 4512791357",3,0,1
@RailMinIndia ??? ?? ???? ???? ?? ?????? confirm ticket kar de back pain is peresisting PNR-2863707393Trn:12824Dt:10-06-2016Frm NZM APR,8,4,0
@RailMinIndia IRCTC is a shit... failed booking tickets many times and no refund of money,4,0,0
@RailMinIndia TDR with id 100000384344779 for  ticket with PNR 4628010989 was filed as the train was cancelled. No refund yet,4,0,0
"bags stolen ,1 mine and 1 of my copassenger having imp documents pnr 4512791357",6,0,1
@sureshpprabhu @RailMinIndia Please look into this. Non of my refunds are processed for all the below tickets. https://t.co/vUoyBq1fsy,4,0,1
@RailMinIndia @WWarghade Matter brought to notice of concerned official. @srdencomumbaicr @srdstecobbcr,1,0,-1
#Win $50 Amazon #BookTour #Giveaway #BookBoost #Paranormal #Romance #Wolf #Shifter #PNR #EmiliaHartley https://t.co/mCGb3SdXGn,0,0,-1
@RailMinIndia : 12190 AC not working. Kids and old age suffering in a vaccume in 45 degrees from last 4 hours. Pls help. Next stop GWL,7,0,1
@RailMinIndia in Sabarmati (19168) coach A1there is no proper cooling.. we r facing problem since early morning... please do some necessary,7,0,0
" @ARM_SRC @drmkgp @RailMinIndia @sdmebvp1 Respected sirs,Thank you for quick action and response. I Rahuâ¦ https://t.co/noP1iP8E3n",1,0,-1
"@sureshpprabhu @RailMinIndia I m traveling  PNR:8348054662, water bottle provided is very hot and nondrinkable kindly help.feeling thristy.",8,0,0
"@RailMinIndia @sureshpprabhu Please insure that every vendor have carry rate list approved by Railways,they are overcharging from passenger",8,0,1
@RailMinIndia @sureshpprabhu @piyushurfriend @IR_EDCHG @drmncrald @drmdelhi 12501 is gettin furthr late aftr Kanpur.Late 11:30 hrPls care.,2,0,0
@RailMinIndia please call me I have serious complaint,8,0,1
@drmumb @RailMinIndia @KaliaAjit @IR_ENHM Sir message given to SSE/UMB and matter forwarded to @SrDmeChg_Dli @DelhiCcc,1,0,-1
@SumitSi25004636 Kindly share your PNR NO,1,0,-1
@sureshpprabhu @RailMinIndia Mob snatched in moving train. Trn 12002 E2 / 4 PNR 2765527534. No one helping. No FIR. Frustrating. PLZ HELP!,6,0,1
@RailMinIndia hasle begins on very first day of rain in Mumbai train out of time table ther won't b any smrt dry modern station neari n time,2,0,0
@RailMinIndia @sureshprabhu:this ticket counter @ kalyanidoesn't open if it does seldom thoug it helps numerous.uhh https://t.co/FSyQuolr2L,8,0,0
"@RailMinIndia IRCTC #7367669 emergency,@RailMinIndia Plz. Help",8,0,1
@RailMinIndia @sureshpprabhu why Pantry Car services are not provided in any of the Mumbai to Varanasi trains?,8,0,0
@RailMinIndia @SalemDRM we are in 11014..s2 coach was not clean..lot of incect are disturbing all pasengers..kindly clean the coach in salem,3,0,1
"@IRCTC_Ltd @RailMinIndia @PiyushGoyalOffc Ppls r in queue for tickets without any time limit, because your trains getting late and late",4,0,1
@RailMinIndia @at_agentofchaos @IR_ENHM Matter notified to the concerned officials @LTTOBHS1 @srdmecmumbaicr,1,0,-1
@RailMinIndia @mohitbansal660 @NRRPF Comp No. 437 matter forwarded to @rpfnwrbkn look into this matter &amp;  kindly prâ¦ https://t.co/dN8IuA9Shf,1,0,-1
@RailMinIndia @sureshpprabhu @IRCTC_Ltd   why I still See service charge while booking the tickets online ? ? ? https://t.co/zLshgSIctY,8,0,1
"@RailMinIndia @IRCTC_Ltd PNR-4319402198, Nijamabad stn, platform 2. Selling water bottles for Rs. 20. https://t.co/fVIlRWNGNn",8,0,1
@RailMinIndia @sureshpprabhu mumbai central locals r late everyday at peak hours. And its not even raining yet.,2,0,1
@RailMinIndia @sureshprabhubjp not expected..my parents missed the train...no help from you...disappointed.,7,0,1
"@sureshpprabhu @RailMinIndia @gm_nfr such lousy food in Rajdhani to DBRT. Toilets are hell, can't even step in..1 https://t.co/bVsDa3Ygrc",7,0,1
@RailMinIndia Sir no water in B2 n coach is also not clean at train 04416. It's really difficult to travel  with kids. Pl do something,3,0,1
@tamsil_sidd @RailMinIndia @PiyushGoyal Your mail is forwarded to @gm_nfr as mentioned in the screenshot,1,0,-1
@RailMinIndia please select 45 medical passed candidates in RRC ALLAHABAD EMPLOYMENT NOYICE NO 01/2007 GROUP D 45 VACANT VACANCY.,1,0,-1
@RailMinIndia need some help in teain no 12192 as our bag was stolen and no police is available to file a complaint,6,0,1
"@RailMinIndia need helpPNR-2863707393Trn:12824Dt:10-06-2016Frm NZM to APRCls:SLP1-RC,S9,55Having back pain req for confirm ticket",4,0,0
